YEAR,REGION,STATE,CINETHH,CINETHH_COUNTS
2013,41,Colorado,2.0,1713
2013,41,Colorado,3.0,5608
2013,41,Idaho,0.0,456
2013,41,Idaho,1.0,12340
2013,41,Idaho,2.0,663
2013,41,Idaho,3.0,2327
2013,41,Montana,0.0,471
2013,41,Montana,1.0,7552
2013,41,Montana,2.0,366
2013,41,Montana,3.0,1724
2013,41,Nevada,0.0,548
2013,41,Nevada,1.0,21430
2013,41,Nevada,2.0,1115
2013,41,Nevada,3.0,3655
2013,41,New Mexico,0.0,839
2013,41,New Mexico,1.0,12666
2013,41,New Mexico,2.0,789
2013,41,New Mexico,3.0,5420
2013,41,Utah,0.0,854
2013,41,Utah,1.0,24299
2013,41,Utah,2.0,1235
2013,41,Utah,3.0,2579
2013,41,Wyoming,0.0,183
2013,41,Wyoming,1.0,4540
2013,41,Wyoming,2.0,270
2013,41,Wyoming,3.0,835
2013,42,Alaska,0.0,419
2013,42,Alaska,1.0,4759
2013,42,Alaska,2.0,219
2013,42,Alaska,3.0,1351
2013,42,California,0.0,15684
2013,42,California,1.0,295106
2013,42,California,2.0,11665
2013,42,California,3.0,48948
2013,42,Hawaii,0.0,792
2013,42,Hawaii,1.0,11461
2013,42,Hawaii,2.0,363
2013,42,Hawaii,3.0,1670
2013,42,Oregon,0.0,1944
2013,42,Oregon,1.0,31704
2013,42,Oregon,2.0,1344
2013,42,Oregon,3.0,4350
2013,42,Washington,0.0,2941
2013,42,Washington,1.0,57044
2013,42,Washington,2.0,2141
2013,42,Washington,3.0,7467
2015,11,Connecticut,0.0,2210
2015,11,Connecticut,1.0,29759
2015,11,Connecticut,2.0,838
2015,11,Connecticut,3.0,2980
2015,11,Maine,0.0,812
2015,11,Maine,1.0,10124
2015,11,Maine,2.0,425
2015,11,Maine,3.0,1698
2015,11,Massachusetts,0.0,5135
2015,11,Massachusetts,1.0,56464
2015,11,Massachusetts,2.0,1749
2015,11,Massachusetts,3.0,5437
2015,11,New Hampshire,0.0,813
2015,11,New Hampshire,1.0,11162
2015,11,New Hampshire,2.0,359
2015,11,New Hampshire,3.0,1044
2015,11,Rhode Island,0.0,785
2015,11,Rhode Island,1.0,8449
2015,11,Rhode Island,2.0,275
2015,11,Rhode Island,3.0,1054
2015,11,Vermont,0.0,386
2015,11,Vermont,1.0,5103
2015,11,Vermont,2.0,216
2015,11,Vermont,3.0,621
2015,12,New Jersey,0.0,3459
2015,12,New Jersey,1.0,74294
2015,12,New Jersey,2.0,2238
2015,12,New Jersey,3.0,7824
2015,12,New York,0.0,10749
2015,12,New York,1.0,155687
2015,12,New York,2.0,6241
2015,12,New York,3.0,23065
2015,12,Pennsylvania,0.0,7733
2015,12,Pennsylvania,1.0,98905
2015,12,Pennsylvania,2.0,3768
2015,12,Pennsylvania,3.0,17739
2015,21,Illinois,0.0,5350
2015,21,Illinois,1.0,101414
2015,21,Illinois,2.0,4591
2015,21,Illinois,3.0,15287
2015,21,Indiana,0.0,3483
2015,21,Indiana,1.0,49754
2015,21,Indiana,2.0,2683
2015,21,Indiana,3.0,10125
2015,21,Michigan,0.0,4045
2015,21,Michigan,1.0,75336
2015,21,Michigan,2.0,4536
2015,21,Michigan,3.0,14091
2015,21,Ohio,0.0,5677
2015,21,Ohio,1.0,92372
2015,21,Ohio,2.0,4281
2015,21,Ohio,3.0,15793
2015,21,Wisconsin,0.0,2727
2015,21,Wisconsin,1.0,45811
2015,21,Wisconsin,2.0,1988
2015,21,Wisconsin,3.0,8052
2015,22,Iowa,0.0,1838
2015,22,Iowa,1.0,24467
2015,22,Iowa,2.0,1261
2015,22,Iowa,3.0,4334
2015,22,Kansas,0.0,1486
2015,22,Kansas,1.0,22391
2015,22,Kansas,2.0,1020
2015,22,Kansas,3.0,3877
2015,22,Minnesota,0.0,2604
2015,22,Minnesota,1.0,43920
2015,22,Minnesota,2.0,2076
2015,22,Minnesota,3.0,6211
2015,22,Missouri,0.0,3280
2015,22,Missouri,1.0,45858
2015,22,Missouri,2.0,2682
2015,22,Missouri,3.0,9766
2015,22,Nebraska,0.0,980
2015,22,Nebraska,1.0,15100
2015,22,Nebraska,2.0,611
2015,22,Nebraska,3.0,2398
2015,22,North Dakota,0.0,373
2015,22,North Dakota,1.0,6123
2015,22,North Dakota,2.0,315
2015,22,North Dakota,3.0,1058
2015,22,South Dakota,0.0,502
2015,22,South Dakota,1.0,6515
2015,22,South Dakota,2.0,292
2015,22,South Dakota,3.0,1433
2015,31,Delaware,0.0,329
2015,31,Delaware,1.0,7300
2015,31,Delaware,2.0,292
2015,31,Delaware,3.0,1096
2015,31,District of Columbia,0.0,589
2015,31,District of Columbia,1.0,5015
2015,31,District of Columbia,2.0,247
2015,31,District of Columbia,3.0,759
2015,31,Florida,0.0,8192
2015,31,Florida,1.0,156140
2015,31,Florida,2.0,7354
2015,31,Florida,3.0,22862
2015,31,Georgia,0.0,4520
2015,31,Georgia,1.0,74741
2015,31,Georgia,2.0,3998
2015,31,Georgia,3.0,14595
2015,31,Maryland,0.0,2707
2015,31,Maryland,1.0,49342
2015,31,Maryland,2.0,1747
2015,31,Maryland,3.0,5536
2015,31,North Carolina,0.0,4778
2015,31,North Carolina,1.0,74851
2015,31,North Carolina,2.0,3794
2015,31,North Carolina,3.0,14761
2015,31,South Carolina,0.0,2640
2015,31,South Carolina,1.0,34753
2015,31,South Carolina,2.0,2362
2015,31,South Carolina,3.0,8268
2015,31,Virginia,0.0,4465
2015,31,Virginia,1.0,67151
2015,31,Virginia,2.0,2822
2015,31,Virginia,3.0,9034
2015,31,West Virginia,0.0,912
2015,31,West Virginia,1.0,13320
2015,31,West Virginia,2.0,626
2015,31,West Virginia,3.0,3193
2015,32,Alabama,0.0,2312
2015,32,Alabama,1.0,33474
2015,32,Alabama,2.0,2176
2015,32,Alabama,3.0,9514
2015,32,Kentucky,0.0,2361
2015,32,Kentucky,1.0,33261
2015,32,Kentucky,2.0,1858
2015,32,Kentucky,3.0,7269
2015,32,Mississippi,0.0,1779
2015,32,Mississippi,1.0,18654
2015,32,Mississippi,2.0,1826
2015,32,Mississippi,3.0,7341
2015,32,Tennessee,0.0,2822
2015,32,Tennessee,1.0,48363
2015,32,Tennessee,2.0,3070
2015,32,Tennessee,3.0,11294
2015,33,Arkansas,0.0,1525
2015,33,Arkansas,1.0,19996
2015,33,Arkansas,2.0,1910
2015,33,Arkansas,3.0,6174
2015,33,Louisiana,0.0,2106
2015,33,Louisiana,1.0,31422
2015,33,Louisiana,2.0,1748
2015,33,Louisiana,3.0,8616
2015,33,Oklahoma,0.0,2056
2015,33,Oklahoma,1.0,25717
2015,33,Oklahoma,2.0,2111
2015,33,Oklahoma,3.0,7367
2015,33,Texas,0.0,10327
2015,33,Texas,1.0,197270
2015,33,Texas,2.0,10927
2015,33,Texas,3.0,40700
2015,41,Arizona,0.0,3053
2015,41,Arizona,1.0,52039
2015,41,Arizona,2.0,2473
2015,41,Arizona,3.0,9449
2015,41,Colorado,0.0,2096
2015,41,Colorado,1.0,45298
2015,41,Colorado,2.0,1500
2015,41,Colorado,3.0,4676
2015,41,Idaho,0.0,466
2015,41,Idaho,1.0,12694
2015,41,Idaho,2.0,615
2015,41,Idaho,3.0,1950
2015,41,Montana,0.0,464
2015,41,Montana,1.0,7514
2015,41,Montana,2.0,352
2015,41,Montana,3.0,1511
2015,41,Nevada,0.0,505
2015,41,Nevada,1.0,22326
2015,41,Nevada,2.0,921
2015,41,Nevada,3.0,3236
2015,41,New Mexico,0.0,771
2015,41,New Mexico,1.0,12390
2015,41,New Mexico,2.0,976
2015,41,New Mexico,3.0,4935
2015,41,Utah,0.0,1067
2015,41,Utah,1.0,25130
2015,41,Utah,2.0,1032
2015,41,Utah,3.0,2061
2015,41,Wyoming,0.0,191
2015,41,Wyoming,1.0,4649
2015,41,Wyoming,2.0,275
2015,41,Wyoming,3.0,704
2015,42,Alaska,0.0,465
2015,42,Alaska,1.0,5117
2015,42,Alaska,2.0,157
2015,42,Alaska,3.0,880
2015,42,California,0.0,15341
2015,42,California,1.0,310032
2015,42,California,2.0,10930
2015,42,California,3.0,38640
2015,42,Hawaii,0.0,770
2015,42,Hawaii,1.0,11729
2015,42,Hawaii,2.0,387
2015,42,Hawaii,3.0,1238
2015,42,Oregon,0.0,1811
2015,42,Oregon,1.0,33249
2015,42,Oregon,2.0,1314
2015,42,Oregon,3.0,3618
2015,42,Washington,0.0,2906
2015,42,Washington,1.0,60946
2015,42,Washington,2.0,2008
2015,42,Washington,3.0,5944
2017,11,Connecticut,0.0,2164
2017,11,Connecticut,1.0,31094
2017,11,Connecticut,2.0,639
2017,11,Connecticut,3.0,2081
2017,11,Maine,0.0,817
2017,11,Maine,1.0,10284
2017,11,Maine,2.0,392
2017,11,Maine,3.0,1090
2017,11,Massachusetts,0.0,5142
2017,11,Massachusetts,1.0,59495
2017,11,Massachusetts,2.0,1014
2017,11,Massachusetts,3.0,3984
2017,11,New Hampshire,0.0,779
2017,11,New Hampshire,1.0,11967
2017,11,New Hampshire,2.0,276
2017,11,New Hampshire,3.0,686
2017,11,Rhode Island,0.0,712
2017,11,Rhode Island,1.0,8907
2017,11,Rhode Island,2.0,164
2017,11,Rhode Island,3.0,733
2017,11,Vermont,0.0,392
2017,11,Vermont,1.0,5229
2017,11,Vermont,2.0,214
2017,11,Vermont,3.0,505
2017,12,New Jersey,0.0,3404
2017,12,New Jersey,1.0,78102
2017,12,New Jersey,2.0,1416
2017,12,New Jersey,3.0,5192
2017,12,New York,0.0,10630
2017,12,New York,1.0,165680
2017,12,New York,2.0,3914
2017,12,New York,3.0,16361
2017,12,Pennsylvania,0.0,7415
2017,12,Pennsylvania,1.0,105210
2017,12,Pennsylvania,2.0,2395
2017,12,Pennsylvania,3.0,12413
2017,21,Illinois,0.0,5471
2017,21,Illinois,1.0,108258
2017,21,Illinois,2.0,2598
2017,21,Illinois,3.0,10155
2017,21,Indiana,0.0,3357
2017,21,Indiana,1.0,55257
2017,21,Indiana,2.0,1533
2017,21,Indiana,3.0,6857
2017,21,Michigan,0.0,4057
2017,21,Michigan,1.0,83855
2017,21,Michigan,2.0,2158
2017,21,Michigan,3.0,9389
2017,21,Ohio,0.0,6054
2017,21,Ohio,1.0,99716
2017,21,Ohio,2.0,2314
2017,21,Ohio,3.0,10758
2017,21,Wisconsin,0.0,2691
2017,21,Wisconsin,1.0,49533
2017,21,Wisconsin,2.0,1146
2017,21,Wisconsin,3.0,5689
2017,22,Iowa,0.0,1983
2017,22,Iowa,1.0,26776
2017,22,Iowa,2.0,704
2017,22,Iowa,3.0,2993
2017,22,Kansas,0.0,1511
2017,22,Kansas,1.0,24476
2017,22,Kansas,2.0,705
2017,22,Kansas,3.0,2682
2017,22,Minnesota,0.0,2567
2017,22,Minnesota,1.0,47313
2017,22,Minnesota,2.0,1241
2017,22,Minnesota,3.0,4040
2017,22,Missouri,0.0,3351
2017,22,Missouri,1.0,50815
2017,22,Missouri,2.0,1472
2017,22,Missouri,3.0,6435
2017,22,Nebraska,0.0,977
2017,22,Nebraska,1.0,16506
2017,22,Nebraska,2.0,400
2017,22,Nebraska,3.0,1662
2017,22,North Dakota,0.0,372
2017,22,North Dakota,1.0,6422
2017,22,North Dakota,2.0,328
2017,22,North Dakota,3.0,770
2017,22,South Dakota,0.0,522
2017,22,South Dakota,1.0,7021
2017,22,South Dakota,2.0,254
2017,22,South Dakota,3.0,1084
2017,31,Delaware,0.0,322
2017,31,Delaware,1.0,7828
2017,31,Delaware,2.0,233
2017,31,Delaware,3.0,560
2017,31,District of Columbia,0.0,577
2017,31,District of Columbia,1.0,5291
2017,31,District of Columbia,2.0,143
2017,31,District of Columbia,3.0,554
2017,31,Florida,0.0,7998
2017,31,Florida,1.0,170020
2017,31,Florida,2.0,5876
2017,31,Florida,3.0,15750
2017,31,Georgia,0.0,4474
2017,31,Georgia,1.0,83390
2017,31,Georgia,2.0,2267
2017,31,Georgia,3.0,9668
2017,31,Maryland,0.0,2713
2017,31,Maryland,1.0,52353
2017,31,Maryland,2.0,966
2017,31,Maryland,3.0,3431
2017,31,North Carolina,0.0,5235
2017,31,North Carolina,1.0,83950
2017,31,North Carolina,2.0,2167
2017,31,North Carolina,3.0,9881
2017,31,South Carolina,0.0,2675
2017,31,South Carolina,1.0,39838
2017,31,South Carolina,2.0,1186
2017,31,South Carolina,3.0,5739
2017,31,Virginia,0.0,4263
2017,31,Virginia,1.0,72593
2017,31,Virginia,2.0,1511
2017,31,Virginia,3.0,6055
2017,31,West Virginia,0.0,911
2017,31,West Virginia,1.0,14083
2017,31,West Virginia,2.0,517
2017,31,West Virginia,3.0,2247
2017,32,Alabama,0.0,2358
2017,32,Alabama,1.0,38062
2017,32,Alabama,2.0,1062
2017,32,Alabama,3.0,6163
2017,32,Kentucky,0.0,2402
2017,32,Kentucky,1.0,36440
2017,32,Kentucky,2.0,1058
2017,32,Kentucky,3.0,5309
2017,32,Mississippi,0.0,1661
2017,32,Mississippi,1.0,22124
2017,32,Mississippi,2.0,803
2017,32,Mississippi,3.0,4508
2017,32,Tennessee,0.0,2861
2017,32,Tennessee,1.0,54499
2017,32,Tennessee,2.0,1438
2017,32,Tennessee,3.0,7777
2017,33,Arkansas,0.0,1537
2017,33,Arkansas,1.0,22685
2017,33,Arkansas,2.0,1335
2017,33,Arkansas,3.0,4464
2017,33,Louisiana,0.0,2144
2017,33,Louisiana,1.0,34782
2017,33,Louisiana,2.0,1093
2017,33,Louisiana,3.0,6005
2017,33,Oklahoma,0.0,2057
2017,33,Oklahoma,1.0,28627
2017,33,Oklahoma,2.0,974
2017,33,Oklahoma,3.0,5447
2017,33,Texas,0.0,10876
2017,33,Texas,1.0,223915
2017,33,Texas,2.0,5493
2017,33,Texas,3.0,25558
2017,41,Arizona,0.0,3174
2017,41,Arizona,1.0,57598
2017,41,Arizona,2.0,1315
2017,41,Arizona,3.0,6776
2017,41,Colorado,0.0,2262
2017,41,Colorado,1.0,49066
2017,41,Colorado,2.0,1160
2017,41,Colorado,3.0,3112
2017,41,Idaho,0.0,489
2017,41,Idaho,1.0,14243
2017,41,Idaho,2.0,407
2017,41,Idaho,3.0,1397
2017,41,Montana,0.0,468
2017,41,Montana,1.0,8295
2017,41,Montana,2.0,242
2017,41,Montana,3.0,1216
2017,41,Nevada,0.0,562
2017,41,Nevada,1.0,24836
2017,41,Nevada,2.0,685
2017,41,Nevada,3.0,2330
2017,41,New Mexico,0.0,746
2017,41,New Mexico,1.0,13958
2017,41,New Mexico,2.0,456
2017,41,New Mexico,3.0,3861
2017,41,Utah,0.0,1084
2017,41,Utah,1.0,27394
2017,41,Utah,2.0,1015
2017,41,Utah,3.0,1411
2017,41,Wyoming,0.0,186
2017,41,Wyoming,1.0,5041
2017,41,Wyoming,2.0,178
2017,41,Wyoming,3.0,507
2017,42,Alaska,0.0,479
2017,42,Alaska,1.0,5149
2017,42,Alaska,2.0,171
2017,42,Alaska,3.0,947
2017,42,California,0.0,15967
2017,42,California,1.0,331258
2017,42,California,2.0,7177
2017,42,California,3.0,23173
2017,42,Hawaii,0.0,836
2017,42,Hawaii,1.0,12279
2017,42,Hawaii,2.0,341
2017,42,Hawaii,3.0,977
2017,42,Oregon,0.0,1815
2017,42,Oregon,1.0,36091
2017,42,Oregon,2.0,822
2017,42,Oregon,3.0,2491
2017,42,Washington,0.0,3059
2017,42,Washington,1.0,66593
2017,42,Washington,2.0,1213
2017,42,Washington,3.0,3830
2018,11,Connecticut,0.0,2125
2018,11,Connecticut,1.0,31659
2018,11,Connecticut,2.0,566
2018,11,Connecticut,3.0,1937
2018,11,Maine,0.0,769
2018,11,Maine,1.0,11144
2018,11,Maine,2.0,290
2018,11,Maine,3.0,1072
2018,11,Massachusetts,0.0,5129
2018,11,Massachusetts,1.0,60399
2018,11,Massachusetts,2.0,1100
2018,11,Massachusetts,3.0,3503
2018,11,New Hampshire,0.0,789
2018,11,New Hampshire,1.0,12127
2018,11,New Hampshire,2.0,259
2018,11,New Hampshire,3.0,605
2018,11,Rhode Island,0.0,732
2018,11,Rhode Island,1.0,8951
2018,11,Rhode Island,2.0,155
2018,11,Rhode Island,3.0,651
2018,11,Vermont,0.0,416
2018,11,Vermont,1.0,5380
2018,11,Vermont,2.0,233
2018,11,Vermont,3.0,407
2018,12,New Jersey,0.0,4227
2018,12,New Jersey,1.0,78342
2018,12,New Jersey,2.0,1169
2018,12,New Jersey,3.0,4848
2018,12,New York,0.0,10431
2018,12,New York,1.0,168020
2018,12,New York,2.0,3583
2018,12,New York,3.0,14933
2018,12,Pennsylvania,0.0,7513
2018,12,Pennsylvania,1.0,108108
2018,12,Pennsylvania,2.0,2129
2018,12,Pennsylvania,3.0,11316
2018,21,Illinois,0.0,5349
2018,21,Illinois,1.0,109595
2018,21,Illinois,2.0,2418
2018,21,Illinois,3.0,9094
2018,21,Indiana,0.0,3386
2018,21,Indiana,1.0,56639
2018,21,Indiana,2.0,1420
2018,21,Indiana,3.0,6235
2018,21,Michigan,0.0,4172
2018,21,Michigan,1.0,85008
2018,21,Michigan,2.0,1982
2018,21,Michigan,3.0,8257
2018,21,Ohio,0.0,5929
2018,21,Ohio,1.0,101345
2018,21,Ohio,2.0,2239
2018,21,Ohio,3.0,9573
2018,21,Wisconsin,0.0,2755
2018,21,Wisconsin,1.0,50722
2018,21,Wisconsin,2.0,1088
2018,21,Wisconsin,3.0,5268
2018,22,Iowa,0.0,1853
2018,22,Iowa,1.0,27123
2018,22,Iowa,2.0,733
2018,22,Iowa,3.0,2653
2018,22,Kansas,0.0,1488
2018,22,Kansas,1.0,25127
2018,22,Kansas,2.0,574
2018,22,Kansas,3.0,2378
2018,22,Minnesota,0.0,2706
2018,22,Minnesota,1.0,48154
2018,22,Minnesota,2.0,1108
2018,22,Minnesota,3.0,3815
2018,22,Missouri,0.0,3408
2018,22,Missouri,1.0,51792
2018,22,Missouri,2.0,1407
2018,22,Missouri,3.0,5809
2018,22,Nebraska,0.0,931
2018,22,Nebraska,1.0,16615
2018,22,Nebraska,2.0,416
2018,22,Nebraska,3.0,1489
2018,22,North Dakota,0.0,369
2018,22,North Dakota,1.0,6418
2018,22,North Dakota,2.0,350
2018,22,North Dakota,3.0,739
2018,22,South Dakota,0.0,497
2018,22,South Dakota,1.0,7342
2018,22,South Dakota,2.0,192
2018,22,South Dakota,3.0,955
2018,31,Delaware,0.0,380
2018,31,Delaware,1.0,8002
2018,31,Delaware,2.0,109
2018,31,Delaware,3.0,632
2018,31,District of Columbia,0.0,558
2018,31,District of Columbia,1.0,5478
2018,31,District of Columbia,2.0,91
2018,31,District of Columbia,3.0,422
2018,31,Florida,0.0,8262
2018,31,Florida,1.0,174996
2018,31,Florida,2.0,5213
2018,31,Florida,3.0,13689
2018,31,Georgia,0.0,4712
2018,31,Georgia,1.0,85303
2018,31,Georgia,2.0,2169
2018,31,Georgia,3.0,8671
2018,31,Maryland,0.0,2801
2018,31,Maryland,1.0,52857
2018,31,Maryland,2.0,1026
2018,31,Maryland,3.0,3156
2018,31,North Carolina,0.0,5481
2018,31,North Carolina,1.0,86158
2018,31,North Carolina,2.0,2034
2018,31,North Carolina,3.0,8850
2018,31,South Carolina,0.0,2743
2018,31,South Carolina,1.0,41182
2018,31,South Carolina,2.0,1167
2018,31,South Carolina,3.0,4726
2018,31,Virginia,0.0,4207
2018,31,Virginia,1.0,73549
2018,31,Virginia,2.0,1598
2018,31,Virginia,3.0,5401
2018,31,West Virginia,0.0,907
2018,31,West Virginia,1.0,14568
2018,31,West Virginia,2.0,430
2018,31,West Virginia,3.0,2161
2018,32,Alabama,0.0,2292
2018,32,Alabama,1.0,38948
2018,32,Alabama,2.0,1126
2018,32,Alabama,3.0,5411
2018,32,Kentucky,0.0,2383
2018,32,Kentucky,1.0,37611
2018,32,Kentucky,2.0,1019
2018,32,Kentucky,3.0,4462
2018,32,Mississippi,0.0,1727
2018,32,Mississippi,1.0,22641
2018,32,Mississippi,2.0,740
2018,32,Mississippi,3.0,4016
2018,32,Tennessee,0.0,2886
2018,32,Tennessee,1.0,57150
2018,32,Tennessee,2.0,1332
2018,32,Tennessee,3.0,6582
2018,33,Arkansas,0.0,1531
2018,33,Arkansas,1.0,24187
2018,33,Arkansas,2.0,984
2018,33,Arkansas,3.0,3801
2018,33,Louisiana,0.0,2063
2018,33,Louisiana,1.0,35154
2018,33,Louisiana,2.0,1089
2018,33,Louisiana,3.0,5283
2018,33,Oklahoma,0.0,2252
2018,33,Oklahoma,1.0,29795
2018,33,Oklahoma,2.0,885
2018,33,Oklahoma,3.0,4716
2018,33,Texas,0.0,10847
2018,33,Texas,1.0,228778
2018,33,Texas,2.0,5601
2018,33,Texas,3.0,22874
2018,41,Arizona,0.0,3176
2018,41,Arizona,1.0,59356
2018,41,Arizona,2.0,1350
2018,41,Arizona,3.0,6108
2018,41,Colorado,0.0,2202
2018,41,Colorado,1.0,50100
2018,41,Colorado,2.0,927
2018,41,Colorado,3.0,2699
2018,41,Idaho,0.0,491
2018,41,Idaho,1.0,14547
2018,41,Idaho,2.0,427
2018,41,Idaho,3.0,1246
2018,41,Montana,0.0,434
2018,41,Montana,1.0,8669
2018,41,Montana,2.0,210
2018,41,Montana,3.0,1023
2018,41,Nevada,0.0,546
2018,41,Nevada,1.0,25714
2018,41,Nevada,2.0,544
2018,41,Nevada,3.0,2123
2018,41,New Mexico,0.0,794
2018,41,New Mexico,1.0,14542
2018,41,New Mexico,2.0,494
2018,41,New Mexico,3.0,3417
2018,41,Utah,0.0,1145
2018,41,Utah,1.0,28435
2018,41,Utah,2.0,951
2018,41,Utah,3.0,1072
2018,41,Wyoming,0.0,188
2018,41,Wyoming,1.0,4897
2018,41,Wyoming,2.0,175
2018,41,Wyoming,3.0,480
2018,42,Alaska,0.0,529
2018,42,Alaska,1.0,5171
2018,42,Alaska,2.0,222
2018,42,Alaska,3.0,789
2018,42,California,0.0,16913
2018,42,California,1.0,334608
2018,42,California,2.0,7101
2018,42,California,3.0,20195
2018,42,Hawaii,0.0,877
2018,42,Hawaii,1.0,12393
2018,42,Hawaii,2.0,262
2018,42,Hawaii,3.0,868
2018,42,Oregon,0.0,1932
2018,42,Oregon,1.0,37101
